timestamp,device_id,sequence,uptime,temperature,humidity,pressure,iaq,iaq_accuracy,iaq_label,static_iaq,co2_ppm,voc_ppm,gas_percent,stabilized,run_in_complete,rssi,snr,mq135_raw,anemometer_raw
2026-01-28T12:24:28.018472,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,303,0
2026-01-28T12:24:29.222980,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,303,0
2026-01-28T12:24:30.445468,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,309,24
2026-01-28T12:24:31.692354,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,30
2026-01-28T12:24:34.026968,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,313,39
2026-01-28T12:24:35.222243,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,310,0
2026-01-28T12:24:36.462676,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,11,310,0
2026-01-28T12:24:37.679367,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:24:38.891169,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,309,0
2026-01-28T12:24:40.135720,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,310,0
2026-01-28T12:24:41.348095,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:24:42.557556,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:24:44.885068,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,308,0
2026-01-28T12:24:46.007723,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,308,0
2026-01-28T12:24:47.224958,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,309,0
2026-01-28T12:24:48.434248,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,308,0
2026-01-28T12:24:49.678281,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,309,0
2026-01-28T12:24:50.889696,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,308,0
2026-01-28T12:24:52.104117,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:24:53.341491,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:24:54.556367,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:24:57.751323,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,304,0
2026-01-28T12:24:58.976624,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:25:00.177358,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:25:01.419509,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,307,0
2026-01-28T12:25:02.631334,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,309,0
2026-01-28T12:25:03.843143,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,308,0
2026-01-28T12:25:06.935882,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,309,0
2026-01-28T12:25:08.145832,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,307,0
2026-01-28T12:25:09.363175,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,309,0
2026-01-28T12:25:10.616941,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,0
2026-01-28T12:25:11.816434,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,0
2026-01-28T12:25:13.021888,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,310,0
2026-01-28T12:25:15.592715,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,310,0
2026-01-28T12:25:16.836065,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,310,0
2026-01-28T12:25:18.049125,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,0
2026-01-28T12:25:19.261788,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:25:20.509587,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,0
2026-01-28T12:25:21.716372,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,310,0
2026-01-28T12:25:22.931671,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,309,0
2026-01-28T12:25:27.410658,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,309,0
2026-01-28T12:25:28.575367,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,310,0
2026-01-28T12:25:29.787785,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,312,0
2026-01-28T12:25:31.007888,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,311,0
2026-01-28T12:25:32.245236,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:25:33.457821,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,310,0
2026-01-28T12:25:37.820390,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:25:38.975714,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,312,0
2026-01-28T12:25:40.185528,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:25:41.425411,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:25:42.638102,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:25:43.848385,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,312,0
2026-01-28T12:25:45.100196,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,11,311,0
2026-01-28T12:25:46.308924,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,310,0
2026-01-28T12:25:48.581325,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:25:49.720158,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,311,0
2026-01-28T12:25:50.966210,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:25:52.191945,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,311,0
2026-01-28T12:25:53.394256,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:25:54.637112,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,312,0
2026-01-28T12:25:55.847581,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,313,0
2026-01-28T12:25:58.103625,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:25:59.260770,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,313,0
2026-01-28T12:26:00.510945,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,310,0
2026-01-28T12:26:01.721589,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,313,0
2026-01-28T12:26:02.930567,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,313,0
2026-01-28T12:26:04.176960,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,11,311,0
2026-01-28T12:26:05.395335,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:06.614193,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:26:09.252687,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:26:10.410773,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:11.630162,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,313,0
2026-01-28T12:26:12.847959,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:14.086793,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:15.299208,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:16.506804,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,313,0
2026-01-28T12:26:17.755126,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,310,0
2026-01-28T12:26:22.775393,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,311,0
2026-01-28T12:26:23.999043,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,317,0
2026-01-28T12:26:25.205013,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,324,0
2026-01-28T12:26:26.424995,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,319,0
2026-01-28T12:26:27.663248,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,325,0
2026-01-28T12:26:28.882058,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,320,0
2026-01-28T12:26:30.092580,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,327,0
2026-01-28T12:26:31.337532,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,316,0
2026-01-28T12:26:34.137674,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,325,0
2026-01-28T12:26:35.372183,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,315,0
2026-01-28T12:26:36.585081,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,317,0
2026-01-28T12:26:37.797525,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,325,0
2026-01-28T12:26:39.042326,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-93,12,324,0
2026-01-28T12:26:40.251495,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,327,0
2026-01-28T12:26:41.470626,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,327,0
2026-01-28T12:26:42.732780,41225,0,6,21.87,57.87,1.011,50,0,good,50,500,0.49,0,True,False,-94,12,325,0
2026-01-28T12:30:29.376847,41225,0,6,21.58,59.37,1.011,50,0,good,50,500,0.49,0,True,False,-93,11,317,0
2026-01-28T12:35:40.679191,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,277,84
2026-01-28T12:35:40.913634,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,295,95
2026-01-28T12:35:41.144955,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,287,89
2026-01-28T12:35:41.408515,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,12,287,78
2026-01-28T12:35:41.645942,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,286,0
2026-01-28T12:35:41.872121,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,286,128
2026-01-28T12:35:42.132477,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,12,281,83
2026-01-28T12:35:42.403020,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,280,89
2026-01-28T12:35:42.634253,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,279,87
2026-01-28T12:35:42.874526,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,279,82
2026-01-28T12:35:43.126064,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,279,107
2026-01-28T12:35:43.340183,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,12,279,92
2026-01-28T12:35:43.655663,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,11,277,79
2026-01-28T12:35:43.872841,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-97,12,269,85
2026-01-28T12:35:47.209308,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-94,11,298,95
2026-01-28T12:35:47.451965,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,12,297,68
2026-01-28T12:35:50.716261,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,296,92
2026-01-28T12:35:50.769686,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,295,75
2026-01-28T12:35:50.809343,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-94,12,297,63
2026-01-28T12:35:50.845317,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,296,59
2026-01-28T12:35:50.890487,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,12,297,59
2026-01-28T12:35:50.933396,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,297,51
2026-01-28T12:35:50.974898,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,296,63
2026-01-28T12:35:51.031108,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,12,297,44
2026-01-28T12:35:51.069802,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,11,295,63
2026-01-28T12:35:51.128327,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,12,296,55
2026-01-28T12:35:51.173652,0,0,0,0.0,0.0,0.0,0,0,good,0,0,0.0,0,False,False,-95,12,297,39
2026-01-28T12:35:51.211487,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,296,0
2026-01-28T12:35:51.261145,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,299,38
2026-01-28T12:35:51.295243,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,12,297,0
2026-01-28T12:35:51.323146,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,0
2026-01-28T12:35:51.458915,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,12
2026-01-28T12:35:51.670447,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,0
2026-01-28T12:35:51.927384,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,22
2026-01-28T12:35:52.180466,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,23
2026-01-28T12:35:52.395389,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,12
2026-01-28T12:35:52.659207,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,12,297,11
2026-01-28T12:35:52.935725,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-95,11,297,12
2026-01-28T12:35:53.153679,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,299,0
2026-01-28T12:35:53.391445,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,299,14
2026-01-28T12:35:53.672275,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,27
2026-01-28T12:35:53.869477,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,36
2026-01-28T12:35:54.123380,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,29
2026-01-28T12:35:54.383970,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,23
2026-01-28T12:35:54.613191,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,41
2026-01-28T12:35:54.885047,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,23
2026-01-28T12:35:55.124889,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,292,51
2026-01-28T12:35:55.398852,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,31
2026-01-28T12:35:57.612385,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,42
2026-01-28T12:35:57.977843,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,292,43
2026-01-28T12:35:58.034337,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,35
2026-01-28T12:36:00.160754,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,0
2026-01-28T12:36:02.136316,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,53
2026-01-28T12:36:02.303700,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,296,21
2026-01-28T12:36:04.448897,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,41
2026-01-28T12:36:04.629191,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,41
2026-01-28T12:36:06.572188,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,28
2026-01-28T12:36:06.663475,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,31
2026-01-28T12:36:06.675450,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,41
2026-01-28T12:36:08.638471,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,25
2026-01-28T12:36:08.660156,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,28
2026-01-28T12:36:08.751400,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,35
2026-01-28T12:36:08.834264,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,28
2026-01-28T12:36:08.907035,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,292,39
2026-01-28T12:36:08.991118,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,12
2026-01-28T12:36:09.080429,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,0
2026-01-28T12:36:09.122102,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,11,293,37
2026-01-28T12:36:09.143430,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,29
2026-01-28T12:36:09.169533,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,0
2026-01-28T12:36:09.193894,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,40
2026-01-28T12:36:09.227956,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,293,37
2026-01-28T12:36:09.260238,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,37
2026-01-28T12:36:09.297881,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,37
2026-01-28T12:36:09.343372,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,13,295,35
2026-01-28T12:36:09.364619,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,48
2026-01-28T12:36:09.389646,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,294,27
2026-01-28T12:36:09.417769,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,44
2026-01-28T12:36:09.443106,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,36
2026-01-28T12:36:09.473997,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,10
2026-01-28T12:36:09.506332,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,296,37
2026-01-28T12:36:09.539763,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,41
2026-01-28T12:36:09.573085,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,0
2026-01-28T12:36:09.616480,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,63
2026-01-28T12:36:09.642397,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,74
2026-01-28T12:36:09.676391,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,13,295,51
2026-01-28T12:36:09.702809,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,59
2026-01-28T12:36:09.733375,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,61
2026-01-28T12:36:09.762435,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,43
2026-01-28T12:36:09.797533,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,69
2026-01-28T12:36:09.839889,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,296,55
2026-01-28T12:36:09.868166,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,63
2026-01-28T12:36:09.891771,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,45
2026-01-28T12:36:09.928367,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,35
2026-01-28T12:36:09.953756,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,43
2026-01-28T12:36:09.977979,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,296,59
2026-01-28T12:36:10.010894,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,52
2026-01-28T12:36:10.035867,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,59
2026-01-28T12:36:10.078556,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,46
2026-01-28T12:36:10.108851,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,297,51
2026-01-28T12:36:10.136039,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,295,41
2026-01-28T12:36:10.163393,41225,0,6,23.02,55.81,1.01,50,0,good,50,500,0.49,0,True,False,-94,12,296,0
