timestamp,device_id,sequence,uptime,mq135_raw,anemometer_raw,rssi,snr
2026-01-28T12:25:11.816434,41225,0,6,309,0,-93,11
2026-01-28T12:25:13.021888,41225,0,6,310,0,-93,12
2026-01-28T12:25:15.592715,41225,0,6,310,0,-93,11
2026-01-28T12:25:16.836065,41225,0,6,310,0,-93,12
2026-01-28T12:25:18.049125,41225,0,6,309,0,-93,11
2026-01-28T12:25:19.261788,41225,0,6,311,0,-93,12
2026-01-28T12:25:20.509587,41225,0,6,309,0,-93,11
2026-01-28T12:25:21.716372,41225,0,6,310,0,-93,11
2026-01-28T12:25:22.931671,41225,0,6,309,0,-93,12
2026-01-28T12:25:27.410658,41225,0,6,309,0,-93,11
2026-01-28T12:25:28.575367,41225,0,6,310,0,-93,11
2026-01-28T12:25:29.787785,41225,0,6,312,0,-93,12
2026-01-28T12:25:31.007888,41225,0,6,311,0,-93,11
2026-01-28T12:25:32.245236,41225,0,6,311,0,-93,12
2026-01-28T12:25:33.457821,41225,0,6,310,0,-93,11
2026-01-28T12:25:37.820390,41225,0,6,311,0,-93,12
2026-01-28T12:25:38.975714,41225,0,6,312,0,-94,12
2026-01-28T12:25:40.185528,41225,0,6,311,0,-94,12
2026-01-28T12:25:41.425411,41225,0,6,311,0,-94,12
2026-01-28T12:25:42.638102,41225,0,6,311,0,-94,12
2026-01-28T12:25:43.848385,41225,0,6,312,0,-94,12
2026-01-28T12:25:45.100196,41225,0,6,311,0,-94,11
2026-01-28T12:25:46.308924,41225,0,6,310,0,-94,12
2026-01-28T12:25:48.581325,41225,0,6,311,0,-94,12
2026-01-28T12:25:49.720158,41225,0,6,311,0,-93,11
2026-01-28T12:25:50.966210,41225,0,6,311,0,-93,12
2026-01-28T12:25:52.191945,41225,0,6,311,0,-93,12
2026-01-28T12:25:53.394256,41225,0,6,313,0,-94,12
2026-01-28T12:25:54.637112,41225,0,6,312,0,-94,12
2026-01-28T12:25:55.847581,41225,0,6,313,0,-93,12
2026-01-28T12:25:58.103625,41225,0,6,313,0,-94,12
2026-01-28T12:25:59.260770,41225,0,6,313,0,-93,12
2026-01-28T12:26:00.510945,41225,0,6,310,0,-93,12
2026-01-28T12:26:01.721589,41225,0,6,313,0,-93,11
2026-01-28T12:26:02.930567,41225,0,6,313,0,-93,12
2026-01-28T12:26:04.176960,41225,0,6,311,0,-94,11
2026-01-28T12:26:05.395335,41225,0,6,313,0,-94,12
2026-01-28T12:26:06.614193,41225,0,6,311,0,-94,12
2026-01-28T12:26:09.252687,41225,0,6,311,0,-94,12
2026-01-28T12:26:10.410773,41225,0,6,313,0,-94,12
2026-01-28T12:26:11.630162,41225,0,6,313,0,-93,12
2026-01-28T12:26:12.847959,41225,0,6,313,0,-94,12
2026-01-28T12:26:14.086793,41225,0,6,313,0,-94,12
2026-01-28T12:26:15.299208,41225,0,6,313,0,-94,12
2026-01-28T12:26:16.506804,41225,0,6,313,0,-94,12
2026-01-28T12:26:17.755126,41225,0,6,310,0,-94,12
2026-01-28T12:26:22.775393,41225,0,6,311,0,-94,12
2026-01-28T12:26:23.999043,41225,0,6,317,0,-93,12
2026-01-28T12:26:25.205013,41225,0,6,324,0,-93,12
2026-01-28T12:26:26.424995,41225,0,6,319,0,-93,11
2026-01-28T12:26:27.663248,41225,0,6,325,0,-93,12
2026-01-28T12:26:28.882058,41225,0,6,320,0,-93,12
2026-01-28T12:26:30.092580,41225,0,6,327,0,-93,12
2026-01-28T12:26:31.337532,41225,0,6,316,0,-93,12
2026-01-28T12:26:34.137674,41225,0,6,325,0,-93,12
2026-01-28T12:26:35.372183,41225,0,6,315,0,-93,12
2026-01-28T12:26:36.585081,41225,0,6,317,0,-93,11
2026-01-28T12:26:37.797525,41225,0,6,325,0,-94,12
2026-01-28T12:26:39.042326,41225,0,6,324,0,-93,12
2026-01-28T12:26:40.251495,41225,0,6,327,0,-94,12
2026-01-28T12:26:41.470626,41225,0,6,327,0,-94,12
2026-01-28T12:26:42.732780,41225,0,6,325,0,-94,12
2026-01-28T12:30:29.376847,41225,0,6,317,0,-93,11
2026-01-28T12:35:40.679191,0,0,0,277,84,-97,11
2026-01-28T12:35:40.913634,0,0,0,295,95,-97,11
2026-01-28T12:35:41.144955,0,0,0,287,89,-97,11
2026-01-28T12:35:41.408515,0,0,0,287,78,-97,12
2026-01-28T12:35:41.645942,0,0,0,286,0,-97,11
2026-01-28T12:35:41.872121,0,0,0,286,128,-97,11
2026-01-28T12:35:42.132477,0,0,0,281,83,-97,12
2026-01-28T12:35:42.403020,0,0,0,280,89,-97,11
2026-01-28T12:35:42.634253,0,0,0,279,87,-97,11
2026-01-28T12:35:42.874526,0,0,0,279,82,-97,11
2026-01-28T12:35:43.126064,0,0,0,279,107,-97,11
2026-01-28T12:35:43.340183,0,0,0,279,92,-97,12
2026-01-28T12:35:43.655663,0,0,0,277,79,-97,11
2026-01-28T12:35:43.872841,0,0,0,269,85,-97,12
2026-01-28T12:35:47.209308,0,0,0,298,95,-94,11
2026-01-28T12:35:47.451965,0,0,0,297,68,-95,12
2026-01-28T12:35:50.716261,0,0,0,296,92,-95,11
2026-01-28T12:35:50.769686,0,0,0,295,75,-95,11
2026-01-28T12:35:50.809343,0,0,0,297,63,-94,12
2026-01-28T12:35:50.845317,0,0,0,296,59,-95,11
2026-01-28T12:35:50.890487,0,0,0,297,59,-95,12
2026-01-28T12:35:50.933396,0,0,0,297,51,-95,11
2026-01-28T12:35:50.974898,0,0,0,296,63,-95,11
2026-01-28T12:35:51.031108,0,0,0,297,44,-95,12
2026-01-28T12:35:51.069802,0,0,0,295,63,-95,11
2026-01-28T12:35:51.128327,0,0,0,296,55,-95,12
2026-01-28T12:35:51.173652,0,0,0,297,39,-95,12
2026-01-28T12:35:51.211487,41225,0,6,296,0,-95,11
2026-01-28T12:35:51.261145,41225,0,6,299,38,-95,11
2026-01-28T12:35:51.295243,41225,0,6,297,0,-95,12
2026-01-28T12:35:51.323146,41225,0,6,297,0,-95,11
2026-01-28T12:35:51.458915,41225,0,6,297,12,-95,11
2026-01-28T12:35:51.670447,41225,0,6,297,0,-95,11
2026-01-28T12:35:51.927384,41225,0,6,297,22,-95,11
2026-01-28T12:35:52.180466,41225,0,6,297,23,-95,11
2026-01-28T12:35:52.395389,41225,0,6,297,12,-95,11
2026-01-28T12:35:52.659207,41225,0,6,297,11,-95,12
2026-01-28T12:35:52.935725,41225,0,6,297,12,-95,11
2026-01-28T12:35:53.153679,41225,0,6,299,0,-94,12
2026-01-28T12:35:53.391445,41225,0,6,299,14,-94,12
2026-01-28T12:35:53.672275,41225,0,6,295,27,-94,12
2026-01-28T12:35:53.869477,41225,0,6,297,36,-94,12
2026-01-28T12:35:54.123380,41225,0,6,297,29,-94,12
2026-01-28T12:35:54.383970,41225,0,6,297,23,-94,12
2026-01-28T12:35:54.613191,41225,0,6,295,41,-94,12
2026-01-28T12:35:54.885047,41225,0,6,294,23,-94,12
2026-01-28T12:35:55.124889,41225,0,6,292,51,-94,12
2026-01-28T12:35:55.398852,41225,0,6,293,31,-94,12
2026-01-28T12:35:57.612385,41225,0,6,293,42,-94,12
2026-01-28T12:35:57.977843,41225,0,6,292,43,-94,12
2026-01-28T12:35:58.034337,41225,0,6,295,35,-94,12
2026-01-28T12:36:00.160754,41225,0,6,293,0,-94,12
2026-01-28T12:36:02.136316,41225,0,6,293,53,-94,12
2026-01-28T12:36:02.303700,41225,0,6,296,21,-94,12
2026-01-28T12:36:04.448897,41225,0,6,295,41,-94,12
2026-01-28T12:36:04.629191,41225,0,6,295,41,-94,12
2026-01-28T12:36:06.572188,41225,0,6,294,28,-94,12
2026-01-28T12:36:06.663475,41225,0,6,294,31,-94,12
2026-01-28T12:36:06.675450,41225,0,6,293,41,-94,12
2026-01-28T12:36:08.638471,41225,0,6,295,25,-94,12
2026-01-28T12:36:08.660156,41225,0,6,295,28,-94,12
2026-01-28T12:36:08.751400,41225,0,6,293,35,-94,12
2026-01-28T12:36:08.834264,41225,0,6,293,28,-94,12
2026-01-28T12:36:08.907035,41225,0,6,292,39,-94,12
2026-01-28T12:36:08.991118,41225,0,6,293,12,-94,12
2026-01-28T12:36:09.080429,41225,0,6,293,0,-94,12
2026-01-28T12:36:09.122102,41225,0,6,293,37,-94,11
2026-01-28T12:36:09.143430,41225,0,6,294,29,-94,12
2026-01-28T12:36:09.169533,41225,0,6,293,0,-94,12
2026-01-28T12:36:09.193894,41225,0,6,293,40,-94,12
2026-01-28T12:36:09.227956,41225,0,6,293,37,-94,12
2026-01-28T12:36:09.260238,41225,0,6,294,37,-94,12
2026-01-28T12:36:09.297881,41225,0,6,295,37,-94,12
2026-01-28T12:36:09.343372,41225,0,6,295,35,-94,13
2026-01-28T12:36:09.364619,41225,0,6,295,48,-94,12
2026-01-28T12:36:09.389646,41225,0,6,294,27,-94,12
2026-01-28T12:36:09.417769,41225,0,6,295,44,-94,12
2026-01-28T12:36:09.443106,41225,0,6,295,36,-94,12
2026-01-28T12:36:09.473997,41225,0,6,295,10,-94,12
2026-01-28T12:36:09.506332,41225,0,6,296,37,-94,12
2026-01-28T12:36:09.539763,41225,0,6,295,41,-94,12
2026-01-28T12:36:09.573085,41225,0,6,295,0,-94,12
2026-01-28T12:36:09.616480,41225,0,6,295,63,-94,12
2026-01-28T12:36:09.642397,41225,0,6,295,74,-94,12
2026-01-28T12:36:09.676391,41225,0,6,295,51,-94,13
2026-01-28T12:36:09.702809,41225,0,6,295,59,-94,12
2026-01-28T12:36:09.733375,41225,0,6,295,61,-94,12
2026-01-28T12:36:09.762435,41225,0,6,295,43,-94,12
2026-01-28T12:36:09.797533,41225,0,6,295,69,-94,12
2026-01-28T12:36:09.839889,41225,0,6,296,55,-94,12
2026-01-28T12:36:09.868166,41225,0,6,295,63,-94,12
2026-01-28T12:36:09.891771,41225,0,6,295,45,-94,12
2026-01-28T12:36:09.928367,41225,0,6,297,35,-94,12
2026-01-28T12:36:09.953756,41225,0,6,297,43,-94,12
2026-01-28T12:36:09.977979,41225,0,6,296,59,-94,12
2026-01-28T12:36:10.010894,41225,0,6,295,52,-94,12
2026-01-28T12:36:10.035867,41225,0,6,297,59,-94,12
2026-01-28T12:36:10.078556,41225,0,6,297,46,-94,12
2026-01-28T12:36:10.108851,41225,0,6,297,51,-94,12
2026-01-28T12:36:10.136039,41225,0,6,295,41,-94,12
2026-01-28T12:36:10.163393,41225,0,6,296,0,-94,12
2026-01-28T12:36:10.190529,41225,0,6,295,43,-94,12
2026-01-28T12:36:10.214411,41225,0,6,297,31,-94,12
2026-01-28T12:36:10.242557,41225,0,6,295,41,-94,12
2026-01-28T12:36:10.282260,41225,0,6,296,43,-94,12
2026-01-28T12:36:10.310037,41225,0,6,297,59,-94,12
2026-01-28T12:36:10.332800,41225,0,6,296,31,-94,12
2026-01-28T12:36:10.364065,41225,0,6,297,51,-94,12
2026-01-28T12:36:10.397538,41225,0,6,297,31,-94,12
2026-01-28T12:36:10.531031,41225,0,6,297,46,-94,12
2026-01-28T12:36:10.757727,41225,0,6,297,47,-94,12
2026-01-28T12:36:11.002705,41225,0,6,297,57,-94,12
2026-01-28T12:36:11.259181,41225,0,6,298,40,-94,12
2026-01-28T12:36:11.482052,41225,0,6,297,37,-94,13
2026-01-28T12:36:11.742162,41225,0,6,299,41,-94,12
2026-01-28T12:36:11.995272,41225,0,6,298,0,-94,12
2026-01-28T12:36:12.222862,41225,0,6,297,51,-94,12
2026-01-28T12:36:12.477665,41225,0,6,297,52,-94,12
2026-01-28T12:36:12.732071,41225,0,6,297,53,-94,12
2026-01-28T12:36:12.951169,41225,0,6,299,45,-94,12
2026-01-28T12:36:13.220394,41225,0,6,299,63,-94,12
2026-01-28T12:36:13.464379,41225,0,6,298,71,-94,12
2026-01-28T12:36:13.688929,41225,0,6,298,31,-94,12
2026-01-28T12:36:13.951820,41225,0,6,299,43,-94,12
2026-01-28T12:36:14.194123,41225,0,6,299,0,-94,12
2026-01-28T12:36:17.686599,41225,0,6,299,43,-94,12
2026-01-28T12:36:17.702463,41225,0,6,299,61,-94,12
2026-01-28T12:36:17.730590,41225,0,6,297,43,-94,12
2026-01-28T12:36:17.764978,41225,0,6,299,83,-94,12
2026-01-28T12:36:17.794365,41225,0,6,299,39,-94,13
2026-01-28T12:36:17.831385,41225,0,6,298,51,-94,12
2026-01-28T12:36:17.877117,41225,0,6,298,45,-94,12
2026-01-28T12:36:17.908107,41225,0,6,299,31,-94,12
2026-01-28T12:36:17.930852,41225,0,6,299,41,-94,12
2026-01-28T12:36:17.962193,41225,0,6,299,83,-94,12
2026-01-28T12:36:17.989808,41225,0,6,299,83,-94,12
2026-01-28T12:36:18.017001,41225,0,6,298,57,-94,12
2026-01-28T12:36:18.050796,41225,0,6,299,45,-94,12
2026-01-28T12:36:18.080692,41225,0,6,300,81,-94,12
2026-01-28T12:36:18.111368,41225,0,6,299,85,-94,12
2026-01-28T12:36:18.152073,41225,0,6,299,71,-94,12
2026-01-28T12:36:18.344559,41225,0,6,298,59,-94,13
2026-01-28T12:36:18.612100,41225,0,6,298,71,-94,12
2026-01-28T12:36:18.829465,41225,0,6,299,57,-94,12
2026-01-28T12:36:19.078569,41225,0,6,299,77,-94,12
2026-01-28T12:36:19.333274,41225,0,6,299,63,-94,12
2026-01-28T12:36:19.576557,41225,0,6,299,83,-94,12
2026-01-28T12:36:19.817378,41225,0,6,299,63,-94,12
2026-01-28T12:36:20.072468,41225,0,6,299,87,-94,12
2026-01-28T12:36:20.289770,41225,0,6,299,79,-94,12
2026-01-28T12:36:20.546112,41225,0,6,299,57,-94,12
2026-01-28T12:36:20.797990,41225,0,6,297,71,-94,12
2026-01-28T12:36:21.024133,41225,0,6,299,57,-94,12
2026-01-28T12:36:21.282988,41225,0,6,299,83,-94,12
2026-01-28T12:36:21.535847,41225,0,6,299,59,-94,12
2026-01-28T12:36:21.766186,41225,0,6,301,71,-94,12
2026-01-28T12:36:22.013819,41225,0,6,301,70,-94,12
2026-01-28T12:36:22.274150,41225,0,6,299,71,-94,12
2026-01-28T12:36:22.505976,41225,0,6,297,55,-94,12
2026-01-28T12:36:22.763123,41225,0,6,299,43,-94,12
2026-01-28T12:36:23.004696,41225,0,6,299,61,-94,13
2026-01-28T12:36:23.243825,41225,0,6,301,81,-94,12
2026-01-28T12:36:24.586500,41225,0,6,299,69,-94,12
2026-01-28T12:36:24.637755,41225,0,6,297,58,-94,12
2026-01-28T12:36:24.673467,41225,0,6,299,89,-94,11
2026-01-28T12:36:24.734965,41225,0,6,299,74,-94,11
2026-01-28T12:36:24.760144,41225,0,6,299,61,-94,12
2026-01-28T12:36:24.802246,41225,0,6,301,58,-94,12
2026-01-28T12:36:24.962598,41225,0,6,300,61,-94,12
2026-01-28T12:36:25.204092,41225,0,6,299,89,-94,12
2026-01-28T12:36:25.439533,41225,0,6,299,75,-94,12
2026-01-28T12:36:25.705979,41225,0,6,300,59,-94,11
2026-01-28T12:36:25.941466,41225,0,6,297,63,-94,12
2026-01-28T12:36:26.169389,41225,0,6,297,73,-94,12
2026-01-28T12:36:26.451263,41225,0,6,293,92,-94,11
2026-01-28T12:36:26.678202,41225,0,6,293,59,-94,12
2026-01-28T12:36:26.900525,41225,0,6,295,73,-94,12
2026-01-28T12:36:27.164811,41225,0,6,297,85,-94,12
2026-01-28T12:36:27.414892,41225,0,6,296,68,-94,12
2026-01-28T12:36:27.651724,41225,0,6,298,64,-94,11
2026-01-28T12:36:27.911399,41225,0,6,297,75,-94,12
2026-01-28T12:36:28.182214,41225,0,6,299,57,-94,12
2026-01-28T12:36:28.400922,41225,0,6,299,74,-94,12
2026-01-28T12:36:28.653104,41225,0,6,297,91,-94,12
2026-01-28T12:36:28.899752,41225,0,6,298,61,-94,12
2026-01-28T12:36:29.116704,41225,0,6,299,71,-94,12
2026-01-28T12:36:29.390471,41225,0,6,297,63,-94,12
2026-01-28T12:36:29.642746,41225,0,6,298,71,-94,12
2026-01-28T12:36:29.853226,41225,0,6,299,71,-94,12
2026-01-28T12:36:30.130006,41225,0,6,299,68,-94,12
2026-01-28T12:36:30.356080,41225,0,6,298,62,-94,12
2026-01-28T12:36:31.957445,41225,0,6,299,73,-94,12
2026-01-28T12:36:31.997343,41225,0,6,299,73,-94,12
2026-01-28T12:36:32.037684,41225,0,6,301,63,-94,12
2026-01-28T12:36:32.095352,41225,0,6,299,83,-94,12
2026-01-28T12:36:32.127095,41225,0,6,299,91,-94,12
2026-01-28T12:36:32.156546,41225,0,6,300,59,-94,12
2026-01-28T12:36:32.190675,41225,0,6,301,64,-94,12
2026-01-28T12:36:32.321927,41225,0,6,300,94,-94,12
2026-01-28T12:36:32.579112,41225,0,6,301,74,-94,12
2026-01-28T12:36:32.801407,41225,0,6,301,61,-94,12
2026-01-28T12:36:33.022571,41225,0,6,299,69,-94,12
2026-01-28T12:36:33.298632,41225,0,6,301,87,-94,12
2026-01-28T12:36:33.515620,41225,0,6,301,93,-94,12
2026-01-28T12:36:33.769627,41225,0,6,303,59,-94,12
2026-01-28T12:36:34.041718,41225,0,6,301,85,-94,12
2026-01-28T12:36:34.252425,41225,0,6,301,89,-94,12
2026-01-28T12:36:34.507642,41225,0,6,301,77,-94,12
2026-01-28T12:36:34.779537,41225,0,6,302,57,-94,13
2026-01-28T12:36:34.968213,41225,0,6,301,71,-94,12
2026-01-28T12:36:35.246651,41225,0,6,301,75,-94,12
2026-01-28T12:36:35.509215,41225,0,6,301,75,-94,12
2026-01-28T12:36:35.717628,41225,0,6,301,78,-94,12
2026-01-28T12:36:35.962266,41225,0,6,303,91,-94,12
2026-01-28T12:36:36.229895,41225,0,6,303,71,-94,12
2026-01-28T12:36:36.455354,41225,0,6,303,73,-94,12
2026-01-28T12:36:36.703592,41225,0,6,303,71,-94,12
2026-01-28T12:36:36.965672,41225,0,6,307,95,-94,12
2026-01-28T12:36:37.181730,41225,0,6,307,74,-94,12
2026-01-28T12:36:37.428794,41225,0,6,307,99,-94,12
2026-01-28T12:36:37.722877,41225,0,6,307,69,-94,11
2026-01-28T12:36:40.794091,41225,0,6,307,60,-94,12
2026-01-28T12:36:40.823558,41225,0,6,307,0,-94,12
2026-01-28T12:36:40.858532,41225,0,6,307,69,-94,12
2026-01-28T12:36:40.897645,41225,0,6,307,81,-94,12
2026-01-28T12:36:40.926073,41225,0,6,309,85,-94,12
2026-01-28T12:36:40.964634,41225,0,6,309,73,-94,12
2026-01-28T12:36:41.006754,41225,0,6,307,62,-94,12
2026-01-28T12:36:41.046332,41225,0,6,309,73,-94,12
2026-01-28T12:36:41.102167,41225,0,6,309,0,-94,12
2026-01-28T12:36:41.140712,41225,0,6,307,69,-94,12
2026-01-28T12:36:41.171499,41225,0,6,309,69,-94,12
2026-01-28T12:36:41.197662,41225,0,6,309,81,-94,12
2026-01-28T12:36:41.253861,41225,0,6,309,53,-94,12
2026-01-28T12:36:41.296669,41225,0,6,309,73,-94,11
2026-01-28T12:36:41.369691,41225,0,6,309,87,-94,12
2026-01-28T12:36:41.598320,41225,0,6,309,84,-94,12
2026-01-28T12:36:41.834893,41225,0,6,311,87,-94,12
2026-01-28T12:36:42.092618,41225,0,6,310,57,-94,12
2026-01-28T12:36:42.319374,41225,0,6,310,69,-94,12
2026-01-28T12:36:42.569209,41225,0,6,309,77,-94,12
2026-01-28T12:36:42.839477,41225,0,6,311,73,-94,12
2026-01-28T12:36:43.070837,41225,0,6,309,73,-94,12
2026-01-28T12:36:43.304407,41225,0,6,311,74,-94,11
2026-01-28T12:36:43.566647,41225,0,6,303,63,-94,12
2026-01-28T12:36:43.777336,41225,0,6,303,44,-94,12
2026-01-28T12:36:44.035527,41225,0,6,307,51,-94,12
2026-01-28T12:36:44.305440,41225,0,6,307,78,-94,12
2026-01-28T12:36:44.542428,41225,0,6,303,75,-94,12
2026-01-28T12:36:44.779744,41225,0,6,307,105,-94,12
2026-01-28T12:36:45.038816,41225,0,6,306,71,-94,12
2026-01-28T12:36:45.250019,41225,0,6,307,105,-94,12
2026-01-28T12:36:45.512509,41225,0,6,308,91,-94,12
2026-01-28T12:36:50.394516,41225,0,6,307,76,-94,12
2026-01-28T12:36:50.437603,41225,0,6,309,84,-94,12
2026-01-28T12:36:50.504947,41225,0,6,307,77,-94,12
2026-01-28T12:36:50.576272,41225,0,6,307,87,-94,12
2026-01-28T12:36:50.614546,41225,0,6,308,71,-94,12
2026-01-28T12:36:50.649019,41225,0,6,309,76,-94,12
2026-01-28T12:36:50.677045,41225,0,6,308,0,-94,12
2026-01-28T12:36:50.736721,41225,0,6,307,95,-94,12
2026-01-28T12:36:50.787023,41225,0,6,307,81,-94,12
2026-01-28T12:36:50.829936,41225,0,6,307,99,-94,13
2026-01-28T12:36:50.866822,41225,0,6,309,83,-94,12
2026-01-28T12:36:50.929214,41225,0,6,308,99,-94,12
2026-01-28T12:36:50.972763,41225,0,6,308,73,-94,12
2026-01-28T12:36:51.010914,41225,0,6,309,101,-94,12
2026-01-28T12:36:51.071645,41225,0,6,309,101,-94,12
2026-01-28T12:36:51.097538,41225,0,6,308,83,-94,11
2026-01-28T12:36:51.137715,41225,0,6,311,73,-94,12
2026-01-28T12:36:51.184522,41225,0,6,311,73,-94,12
2026-01-28T12:36:51.236637,41225,0,6,310,81,-94,12
2026-01-28T12:36:51.270028,41225,0,6,311,0,-94,12
2026-01-28T12:36:51.301736,41225,0,6,309,94,-94,12
2026-01-28T12:36:51.342972,41225,0,6,308,73,-94,12
2026-01-28T12:36:51.375117,41225,0,6,309,75,-94,12
2026-01-28T12:36:51.429699,41225,0,6,309,107,-94,12
2026-01-28T12:36:51.655627,41225,0,6,310,77,-94,12
2026-01-28T12:36:51.857496,41225,0,6,309,75,-94,11
2026-01-28T12:36:52.132933,41225,0,6,309,73,-94,11
2026-01-28T12:36:52.373393,41225,0,6,309,85,-94,12
2026-01-28T12:36:52.584411,41225,0,6,309,77,-94,12
2026-01-28T12:36:52.862181,41225,0,6,311,101,-94,12
2026-01-28T12:36:53.107631,41225,0,6,308,83,-94,12
2026-01-28T12:36:53.348424,41225,0,6,309,83,-94,12
2026-01-28T12:36:53.589669,41225,0,6,309,72,-94,12
2026-01-28T12:36:53.870176,41225,0,6,309,77,-94,12
2026-01-28T12:36:54.079960,41225,0,6,309,82,-94,12
2026-01-28T12:36:54.320568,41225,0,6,309,109,-94,12
2026-01-28T12:36:54.575554,41225,0,6,308,92,-94,12
2026-01-28T12:36:56.591354,41225,0,6,311,83,-94,12
2026-01-28T12:36:56.642540,41225,0,6,309,85,-94,12
2026-01-28T12:36:56.678329,41225,0,6,309,71,-94,12
2026-01-28T12:36:56.727799,41225,0,6,309,76,-94,12
2026-01-28T12:36:56.779591,41225,0,6,307,81,-94,12
2026-01-28T12:36:56.808723,41225,0,6,308,91,-94,12
2026-01-28T12:36:56.854271,41225,0,6,309,103,-94,12
2026-01-28T12:36:56.910518,41225,0,6,309,85,-94,12
2026-01-28T12:36:56.959126,41225,0,6,308,93,-94,12
2026-01-28T12:36:56.992111,41225,0,6,311,71,-94,12
2026-01-28T12:36:57.270842,41225,0,6,312,85,-94,12
2026-01-28T12:36:57.532452,41225,0,6,309,74,-94,12
2026-01-28T12:36:57.739951,41225,0,6,310,73,-94,12
2026-01-28T12:36:58.007442,41225,0,6,311,107,-94,12
2026-01-28T12:36:58.281567,41225,0,6,311,82,-94,12
2026-01-28T12:36:58.475822,41225,0,6,311,83,-94,12
2026-01-28T12:36:58.725964,41225,0,6,311,72,-94,12
2026-01-28T12:36:58.993765,41225,0,6,310,82,-94,12
2026-01-28T12:36:59.207543,41225,0,6,311,83,-94,12
2026-01-28T12:36:59.482252,41225,0,6,313,73,-94,12
2026-01-28T12:36:59.708404,41225,0,6,311,83,-94,12
2026-01-28T12:36:59.928647,41225,0,6,311,105,-94,12
2026-01-28T12:37:00.192568,41225,0,6,311,83,-94,12
2026-01-28T12:37:00.438068,41225,0,6,311,87,-94,12
2026-01-28T12:37:00.677615,41225,0,6,310,60,-94,12
2026-01-28T12:37:00.934701,41225,0,6,311,68,-94,12
2026-01-28T12:37:01.216877,41225,0,6,311,70,-94,12
2026-01-28T12:37:01.398030,41225,0,6,311,71,-94,12
2026-01-28T12:37:01.660476,41225,0,6,311,105,-94,12
2026-01-28T12:37:01.935355,41225,0,6,310,93,-94,12
2026-01-28T12:37:02.140214,41225,0,6,311,69,-94,12
